Identifier A,Identifier B,Species A,Species B,Positive interaction
A0A1D6JWA5,A0A1D6HK91,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWB1,A0A1D6EX60,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWB1,A0A1D6G8Y7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWB1,A0A1D6HEC3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWC4,A0A1D6GGE6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWD7,A0A1D6H7I7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWD7,A0A1D6ELX5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWD7,A0A1D6IIX4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWL3,A0A1D6GFS2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWN4,A0A1D6EF52,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWN4,A0A1D6JRD5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWR1,A0A1D6FUW7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWS0,A0A1D6ERY1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JWT2,A0A1D6HQ89,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JX61,A0A1D6G5P4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JX61,A0A1D6FGD5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JX61,A0A1D6I428,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JX85,A0A1D6GLX4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXC6,A0A1D6HP95,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXC6,A0A096S8W7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXC6,A0A1D6DUS0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXC6,A0A1D6EXU9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXC6,A0A1D6GZI1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXC6,A0A1D6HCR2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXC6,A0A1D6HXM2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXC6,A0A1D6JM77,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXD5,A0A1D6IM18,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXF7,A0A1D6E667,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6GPD5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6GW86,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6DWJ6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6EET4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6F1J0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6F515,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6F9D3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6FDY7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6FHM9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6G1P8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6G824,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6GD78,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6GLX4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6GPI2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6H542,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6H779,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6H9W2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6HIF7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6HW42,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6J4G3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXL2,A0A1D6J5U2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXN5,A0A1D6HC42,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXN5,A0A1D6HEM8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXN5,A0A1D6IHY3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXP7,A0A1D6IIJ3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXU1,A0A1D6DW09,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXU1,A0A1D6J661,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX4,A0A1D6HRA3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX4,A0A1D6E930,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX4,A0A1D6EF90,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX4,A0A1D6FQ75,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX4,A0A1D6HNG1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX4,A0A1D6JLA4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX9,A0A1D6G3A9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX9,A0A1D6H4F5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXX9,A0A1D6JM71,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JXY0,A0A096QUD1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY27,A0A096QI23,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY27,A0A1D6F1J0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY27,A0A1D6JY27,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6E8H6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6EU55,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6F039,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6GQA5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6GRJ1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6HIW9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6JKL8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6JLS3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY31,A0A1D6JSI9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY39,A0A1D6JMS0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY61,A0A1D6E8C4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JY71,A0A1D6IAI4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYB0,A0A1D6GAI2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYG8,A0A1D6ISZ5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYJ1,A0A1D6F7X7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYJ4,A0A1D6JG06,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYL0,A0A1D6EUS0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYL8,A0A1D6E6G8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYL8,A0A1D6G8Y7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM3,A0A1D6DYN8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6G2W8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6GKI5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6GLD8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6GXR8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6HHI6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6HYQ3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6IIJ3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6J434,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYM6,A0A1D6JL79,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYN6,A0A1D6ECQ6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYW6,A0A1D6F2I6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYW6,A0A1D6GPI2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYW6,A0A1D6HGL4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYW6,A0A1D6ID94,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYW6,A0A1D6IQW1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYW6,A0A1D6ISZ5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JYW6,A0A1D6JLA4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ22,A0A1D6EZ91,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ22,A0A1D6FPS6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ22,A0A1D6H2S6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ22,A0A1D6IVF6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ22,A0A1D6JMK2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A096QKD0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A096QKK3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6F6N6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6FGN4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6FKX3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6GAX8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6GRJ3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6GRV4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6HD80,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6HGI4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6HQ89,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6IWM5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6IZQ8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ25,A0A1D6JIP7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZ51,A0A1D6HA12,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZC0,A0A1D6G324,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZC0,A0A1D6GIC2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZC0,A0A1D6HQC5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZC0,A0A1D6ICJ7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZE5,A0A1D6F5T1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZE5,A0A1D6F6I4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZE5,A0A1D6FEM7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZE9,A0A1D6JE38,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZK8,A0A1D6GVX5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZK8,A0A1D6GJT5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZK8,A0A1D6IBR1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZK8,A0A1D6JZK8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZL0,A0A1D6INI6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZL0,A0A1D6J468,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZL5,A0A1D6ECQ6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZL9,A0A1D6F2I6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZL9,A0A1D6HY77,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR1,A0A1D6FAC8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR1,A0A1D6GRJ1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR1,A0A1D6H505,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR1,A0A1D6IB58,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR1,A0A1D6JXC6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR1,A0A1D6JZR1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR2,A0A1D6ELI3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR2,A0A1D6HAW8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR5,A0A1D6E6N8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR5,A0A1D6G8E7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZR5,A0A1D6JRD5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6DTM4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6FJA8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6GBD6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6H2K7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6H6Z1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6HVY7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6I555,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6JG05,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6JX35,Zea mays (Maize),Zea mays (Maize),1
A0A1D6JZV9,A0A1D6JZV9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K005,A0A1D6EYC4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K005,A0A1D6IHE4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K047,A0A1D6GG96,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K062,A0A1D6IXM2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K089,A0A1D6FPD9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0A5,A0A1D6GWH1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0A5,A0A1D6IQ85,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0B2,A0A1D6IAL1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0B2,A0A1D6JXC6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0E0,A0A1D6E9M1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0I1,A0A1D6FQX1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0T3,A0A1D6J0S9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0T8,A0A1D6GGS7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0T8,A0A1D6GU10,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0T8,A0A1D6GW91,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0T8,A0A1D6I808,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0U3,A0A1D6JW41,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0U3,A0A1D6DU63,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0W3,A0A1D6F810,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K0W3,A0A1D6JYM6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K103,A0A1D6IZK0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A096RKK3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6E6T3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6E7J6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6I2L1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6IND9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6DUL5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6DWT6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6DWX6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6DZ98,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6E3U8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6E802,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6EGM0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6ELW4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6F8Z7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6FBJ6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6FH10,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6FPA8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6G5V4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6GD78,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6GLE1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6H6Y0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6H9C5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6HMV1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6HY77,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6I3C9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6I872,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6I9A6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6IQX9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6ISZ5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6IWK2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6JD06,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6JDE4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K120,A0A1D6JV89,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K136,A0A1D6HDA1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K138,A0A1D6GWH1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K138,A0A1D6E6J4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K138,A0A1D6EVU3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K138,A0A1D6F8J3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K138,A0A1D6FUG6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K138,A0A1D6GW91,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K154,A0A1D6EU55,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K154,A0A1D6H4F5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6ET96,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6I0C5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6GSN9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6HK71,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6E6G8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6EK57,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6ERQ7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6ESI6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6F9Y1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6G824,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6GU10,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6HE80,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6IIX4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6JH69,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K161,A0A1D6JHN7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K193,A0A1D6IYI2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6IT04,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6ETD0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6IJ10,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6FQE4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6G6A5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6GLC2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6H1J5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6I459,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6IYK3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1A3,A0A1D6JSR8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1B9,A0A1D6IKV5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1B9,A0A1D6EWY9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1R2,A0A1D6JDK3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1R9,A0A1D6E5I0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1R9,A0A1D6FQD5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1R9,A0A1D6K1R9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U0,A0A1D6IXM2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U0,A0A1D6JSP0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6I2L1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6EED4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6F128,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6FBD8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6G9T1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6GB70,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6GBR6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6GDQ0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6GMD6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6H4C4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6HPC3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1U6,A0A1D6IWX2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1V4,A0A096QUD1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1V4,A0A1D6EWY9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1V4,A0A1D6FQ43,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1V4,A0A1D6H1P4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1V4,A0A1D6I669,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1V4,A0A1D6IDC6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1V9,A0A1D6ID51,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1X2,A0A1D6K0D1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1X2,A0A1D6E563,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1X2,A0A1D6EUM9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1X2,A0A1D6FQ47,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1X2,A0A1D6HB09,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1X2,A0A1D6ID51,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K1X2,A0A1D6JRU7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K201,A0A1D6JP61,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K201,A0A1D6H9C5,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K201,A0A1D6JQ48,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K203,A0A1D6K203,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K254,A0A1D6F1J0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K268,A0A1D6JVR9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2D7,A0A1D6GWH1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2G3,A0A1D6FPV2,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2G3,A0A1D6IXS6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2J3,A0A1D6E0J9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2M2,A0A1D6EZ91,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2P8,A0A1D6ERS9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2P8,A0A1D6K0D1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2P8,A0A1D6EBG0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2P8,A0A1D6IF49,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2P8,A0A1D6INZ6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2V6,A0A1D6E202,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2V6,A0A1D6GU17,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2V6,A0A1D6HQ77,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2V6,A0A1D6JDV6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2V6,A0A1D6K037,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Y1,A0A1D6E6V3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Y1,A0A1D6EMH1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Y1,A0A1D6IPY4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z3,A0A1D6HKQ3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z9,A0A1D6DW07,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z9,A0A1D6E530,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z9,A0A1D6E930,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z9,A0A1D6F6R3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z9,A0A1D6FQ75,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z9,A0A1D6G9C4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z9,A0A1D6H1J1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K2Z9,A0A1D6IPS9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K314,A0A1D6FGL9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6K314,A0A1D6IBA7,Zea mays (Maize),Zea mays (Maize),1
